id	sentence	label
p1395	 just got the dual usb car charger day before yesterday and i love the quality of the product .	battery
p1396	" i was happy about the prospect of this dual port charger , however i have to big issues with it ."	battery
p1397	 i have already migrated to another type vehicular charger which has dual usb receptacles and is rated at 2 .	battery
p1398	" the charger has a mini-usb plug , but the v188 phone needs a round concentric plug ."	battery
p1399	 if you need a charger and are tired of everyone `` borrowing '' yours to plug into the usb in the car or thier computer this is it !	battery
p1400	 from day one it would not work on one of my power source but i thought that it was my car until i tried using it in my wife 's car .	battery
p1401	 i am on the road all day everyday and the car only has one charging port so i 'm glad to have this .	battery
p1402	 this product is great since my car only has one charging port .	battery
p1403	 thought it was my car charger port but when i tried it in another car it still would not work .	battery
p1404	 i have seen youtube videos of the device connecting to a usb hub and running a myriad of different devices .	battery
p1405	" when i read the description , i improperly assumed that the dual ports shown as for apple and others , but that both where the & # 34 ; high output & # 34 ; ports ."	battery
p1406	 i love that it has two ports for my phone and ipod .	battery
p1407	 one of the hub ports fell out the second week of use .	battery
p1408	 of the two ports one is in the middle and one is on top of that .	battery
p1409	" i still despise the little charging pin ports nokia uses , come on mini usb standard !"	battery
p1410	" first off , the charger works just as it should and all the ports stay connected just fine ."	battery
p1411	 i have historically had to replace chargers because the ports got slack & they give after a while .	battery
p1412	" fits just right over the phone , does not interfere with buttons or ports ."	battery
p1413	 the cable that fill both ports are for both data and charging .	battery
p1414	 fits well on my phone and has all the right cutouts for all the ports and camera features .	battery
p1415	 can plug in two things at one time ... .	battery
p1416	 i 've had this charger for several months now .	battery
p1417	 i 've had this phone for only 3 months ...	battery
p1418	 i have had this phone cover for several months now .	battery
p1419	 i used this charger for a couple of months now .	battery
p1420	" i 've had this charger for less than six months , and it already stopped charging my phone ."	battery
p1421	 this charger died on me after having it for a few months .	battery
p1422	 i 've been using it for several months now .	battery
p1423	" i typically just use the standard travel charger in my car , but this is also nice to have ."	battery
p1424	 but i have been with out a car phone charger for so long i love it just the way it is .	battery
p1425	" when you 're uplugging a cable it 's easy to pull off that cover -- and then the whole thing comes apart , and you 'll see what a piece of junk it is ."	battery
p1426	 4vthis time i used a 3 ' cable rather than the original 6 ' test cableusing the 3 ' cable ...	battery
p1427	 now you can either buy a special cable ( the sell it here ) or you can open up this little bugger and solder them .	battery
p1428	 i had a charger cable already that came in a bundle package .	battery
p1429	" it 's so bad there 's a big gap where the cable meets the main body of the charger , so big the cable fastener pries loose ."	battery
p1430	 nothing so special about it just an ordinary charging cable with samsung engraving .	battery
p1431	 it has a very thick cable but does not charge phone .	battery
p1432	 cable is shortyou will damage the cellphone connector if you try to talk while charging due to the shortness of the cable	battery
p1433	 i then tried to use the cable with another charger i knew that worked and it still did n't work .	battery
p1434	" this charger was as expected , and much cheaper than just the cable that i needed ."	battery
p1435	" although i do not use the charger , the cable is useful ."	battery
p1436	 the cable length is n't displayed .	battery
p1437	 the only thing i do n't like is the short cable .	battery
p1438	" what i like is the charging speed and capacity , as well as the 8 pin iphone cable plug which compatible with the original iphone cable ."	battery
p1439	" ) hook up phone and use windows installer to install usb driver ( included in package from seller ) for the cable , 4 ."	battery
p1440	 i bought this cable/software to transfer pictures from my c417 .	battery
p1441	" finally , to boot , this was not at all expensive as most cable type charging units tend to be !"	battery
p1442	" i needed a new cable to charge phones that matched this cable end , but i certainly did n't want to pay a lot of money ."	battery
p1443	 i have been using the cable often and for a long time and it continues to perform well .	battery
p1444	" now , with this cable , no problems whatsoever ."	battery
p1445	 buying just the data cable alone will not allow you to put ringtones and wallpaper on your phone .	battery
p1446	" a kit implies that it 's more then just a cable and that is just what you get , a cable ."	battery
p1447	 i paid almost 14 dollars for a cable that basically does nothing because the software is not included with the cable .	battery
p1448	 be aware that the hole for the headphones/out-put cable is too small .	battery
p1449	" this does n't effect the connection of the cable i have ( which is pretty skinny around the connector ) , however it would interfere with a larger cable end ."	battery
p1450	" also , the charging does not happen correctly since the cover hinders the cable ."	battery
p1451	" so , first , my cable did n't work , had to use a better hdmi cable ."	battery
p1452	 * the charging cable does n't make complete contact and therefore falls out .	battery
p1453	" occasionally the usb port does n't connect well to the phone , so you have to make sure it is really connected ."	battery
p1454	" this charger was good , but the cable it comes with is junk ."	battery
p1455	 so if you want an oem charger be careful that it comes with a high quality cable .	battery
p1456	 one of the cords stopped working after 3 months and the wall charger never worked at all !	battery
p1457	" the $ 30 verizon chargers seem to stop working after a month or two , and the cords are only 3 feet long making them very inconvenient ."	battery
p1458	" without anything breaking , this charger just stopped charging within about a week of purchasing ."	battery
p1459	 case worked for about 5 days and now it will not turn on without being plugged in .	battery
p1460	" but , for having it for less than 48hours and it started to rub off and peal ."	look
p1461	" however , it does chip and peal off after a couple weeks ."	look
p1462	 the color options are awesome and its very portable .	look
p1463	" this case is beautiful and vibrant in color , it has somewhat of a grip so it does n't slip out of your hands easily ."	look
p1464	" i 've always had plain solid colors , but when i saw this i thought it would look nice ."	look
p1465	 this case keeps my phone intact and protected at the same time ...	look
p1466	 fits the mobile perfectly well and protects the mobile from scratches on the back as well as front side .	look
p1467	 i would not even give it one freakin star ...	look
p1468	" i will give 4 star , i liked it arrived on time ."	look
p1469	 i only give it 2 stars because it seems to take twice as long to charge my phone with this cord .	look
p1470	" it was worth a try for $ 24 , but without it performing for longer than 5 days i give this 1 star ."	look
p1471	 i 'd give zero stars if that was possible .	look
p1472	 recieved alot of compliments btu soon started to wear off and look old .	look
p1473	" i have received many compliments when using this cover , but it fits loosely and comes off too easy ."	look
p1474	 i have received so many compliments about my new phone cover .	look
p1475	 i received many compliments on this phone case the only thing was that the wear and tear of the product was fast .	look
p1476	 i have just received the case and started using ...	look
p1477	 i have received a lot of compliments on the cover itself .	look
p1478	" i bought the iphone 5 case from this company , and i really liked it ."	look
p1479	" i liked this case at first , but got sick of it really quick ."	look
p1480	 was very disappointed because i really liked the case .	look
p1481	 my only complaint is that the colors are n't near as bright as they are in the picture .	look
p1482	" pretty , but not as bright and vivid as in the picture ."	look
p1483	 i love it how colorful and bright it is .	look
p1484	 of all the cases i bought i wore this one constantly..	look
p1485	 the image wore off of the case pretty quickly .	look
p1486	 i was disappointed on how quickly the printing wore off .	look
p1487	" the case does n't come off easily , which is a plus , but i was disappointed in the way it wore so fast ."	look
p1488	" the core item itself is relatively hard plastic , spray painted with the color and texture of choice ."	look
p1489	 it is a hard plastic that has been painted .	look
p1490	" the things i did n't like is that though the outside of the case was coated in a black the inside of the case was gray and not coated at all , when the phone is placed into the case you can definitely see the gray borders which makes the phone look cheap ."	look
p1491	" i do n't like that the edges of the phone are n't painted , just left silver ..."	look
p1492	" it 's not a fancy expensive case , so it 's a basic plastic mold with & # 34 ; painted & # 34 ; on decor ."	look
p1493	 and the scratches were actually removing the colors ( painted on ) that made the owl image in the first place ! ! !	look
p1494	 if placed on a car console its plastic tackiness grips so it does not slide or collect lint .	look
p1495	 i love everything that has to do with the beach and collect light houses .	look
p1496	" feels nice and not too heavy , not slippery nor collect any lint ."	look
p1497	 other than that it 's a pretty cool case .	look
p1498	" cool metal case , i wish i could have used it but bad reception"	look
p1499	 cool case and concept but kills reception so i had to take it off .	look
p1500	" cool casethis case is so cool , and the flower power is great ."	look
p1501	" the sleeve is pretty cool and avoids damage to the case , which is a plus ."	look
p1502	 we are living in a material world and gadgets are cool .	look
p1503	 cool light up & # 34 ; m & # 34 ; .	look
p1504	 it works and the cool blue light is neat and helps to show its on .	look
p1505	 the ease of installation had my phone looking cool in minutes .	look
p1506	" regardless , the case is cool but in terms of durability , i 'll have to find out ."	look
p1507	" the cover is pretty cool , the charger is the preferred car charger for the lucid , and it includes the other goodies ."	look
p1508	 cool looking and keeps me from turning it off from the batt .	look
p1509	" the gap is very , very little and you can barley notice it ."	look
p1510	" for the price , it is neat , but i really doubt i 'm going to keep it on my phone ."	look
p1511	 i 'm not super tech savvy but i would think the possibilities are nearly endless especially for the mobile warriors .	look
p1512	" it looks sharp , but it does n't fit too well in the area of the volume buttons , making it hard to turn down volume , especially since it really bulges out in the area ."	look
p1513	 i love this these are a way to keep your phone a litter bit cleaner everyone should really try these	look
p1514	 its rather flimsy and i do n't like attaching it to the lens .	look
p1515	 there really is n't enough stability to hold on the ear either .	look
p1516	" if you like to share what you see , then you will love this lil thing regardless of the hassle ."	look
p1517	 this pretty much renders glass useless as a communication device .	look
p1518	 i really like the way navigation works .	look
p1519	" i really like it ; it does not look cheap , it came less then a month , i 'm very satisfied ."	look
p1520	 like it but it causes the battery to get really hot and lock the phone .	look
p1521	 i 'm totally pleased with these clever little gems .	look
p1522	 the only thing really wrong with it was trying to get it off was extremely hard & literally hurt my fingers .	look
p1523	 i think i actually still have it stored somewhere .	look
p1524	" otherwise , although it may look like the charger is inserted , it 's not actually charging the phone ."	look
p1525	" yes , this is good and i like it ."	look
p1526	 it really does not take a long time so if you are in a hurry it goes pretty quickly .	look
p1527	" for the price , was n't worth sending back & is really for those few times away from home or do n't have outlet handy & the battery gets really low anyway ."	look
p1528	" because this was sort of an off-market kind of thing , it looks like it 's shady to buy however yoj were n't at risk that much ( costed around 5 bucks at the time ) ."	look
p1529	" however , these are the possible cons some might say ."	look
p1530	" it 's too soft for me - well , that 's really up to the individual user to decide ."	look
p1531	 i got this for my son because he really like the graphics .	look
p1532	 there really is n't that much offered out right now .	look
p1533	 i would only buy this product again if it was really really something i wanted .	look
p1534	" even the though the one corner would n't close all the way tight , it seemed like the phone was really in the case tightly enough , so i left it ."	look
p1535	 we were unsure which ones we would actually like .	look
p1536	 it does n't extend much but enough that it is difficult `` swyping '' on the keyboard because the phone will spin .	look
p1537	 she liked the look of it but that 's about it .	look
p1538	" my best friend liked it so much i gave it to her , now iim about to buy another one ( :"	look
p1539	 very good but i would have liked it a tiny tighterthanksvery good but i would have liked it a tiny tighter	look
p1540	 my wife really liked the ability to change the look of her phone .	look
p1541	 same as other cases all friends liked it and actually want to order	look
p1542	 really liked the price ! !	look
p1543	 i liked it i just wish it would have worked .	look
p1544	 there was a few i liked on the website but i liked this one the best .	look
p1545	 the cat is more brown but i still liked it .	look
p1546	" it 's not a huge issue , but i would 've have liked the pattern to have gone on every edge ."	look
p1547	" liked it for several months , after awhile the picture wore away and did n't look as nice ."	look
p1548	" my co-worker delayed in getting a case because he could not find one he liked , and broke the display screen , making his phone unusable ."	look
p1549	 there are several i liked but chose this one .	look
p1550	 got here fast just as picture and could n't stop looking at it because it has a strange depth to it plus my friend really liked it .	look
p1551	 & # 34 ; i liked that & it was a deciding factor in the purchase .	look
p1552	 i really liked the fact that the car charger came with it !	look
p1553	 i liked the look of this product but it broke and would not stay on my phone .	look
p1554	" really cute for both , and its also simple to put on ."	look
p1555	 its a cute print and adds a little extra personality to the phone	look
p1556	 they were so cute i change them up everyday and even my friends wanted me to order it for them	look
p1557	 all i can say is its really cute . !	look
p1558	" at first i was really excieted , becuase look at this thing , its so cute !"	look
p1559	 i purchase this item because it is cute and one of my favorite patterns .	look
p1560	 was cute kinda hard to put on but not so much once you get the hang of it lol very cute	look
p1561	 i just got this in the mail yesterday and it is so cute !	look
p1562	 it 's cute and holds up decent for the price .	look
p1563	 it 's cute and fashionable and she loved it !	look
p1564	 this rubber case fits perfect and matches well with this new nexus 7 2013 tablet .	look
p1565	 i really love the case for it 's nice fit and beauty .	look
p1566	 when i received the packaged i was immediately surprised by the look of the case : for a sub- $ 30 battery case it looked really nice and it had a nice rubber feeling .	look
p1567	" it fits well although i had slight trouble snapping it all the way on , probably not the best for protection but it 's very cute and good quality for the cheap price"	look
p1568	" nice case , fits the phone well ."	look
p1569	" i was glad to have found such a pretty case for the samsung reality , fits great !"	look
p1570	" this rubber case is perfect to my galaxy s2 i9100 , protect the device , fit very well and it look pretty nice ."	look
p1571	" nothing special to it , and it fits pretty well on my at & t ; i777 sgs2 ."	look
p1572	 * the case fits quite well with only minor complaints .	look
p1573	 the quality of the leopard looks better online than in person .	look
p1574	 looks much better in person that on the site !	look
p1575	 a corner of the case broke off as soon as i tried to snap it on .	look
p1576	 i dropped it once and a corner of the case broke but i was still able to use it for about another week .	look
p1577	 loved this cover but the corner broke off the first week i had it .	look
p1578	 i loved the look of it and the feel but it broke within a week and a half of puttin it on my phone	look
p1579	 the corner broke and now the case is useless to me .	look
p1580	" my only concern is on the second day i had it , one of the corners chipped off ."	look
p1581	 it has a cool 3d effect but at the cost of the paint rubbing off .	look
p1582	 all around the edge the paint is coming off : - (	look
p1583	" bought this for my phone , was ok for a few days , and then the paint started coming off and the corners started cracking ."	look
p1584	" i 'm guessing it 's residue from the painting process , be it paint or whatever it was mounted on during the paint process ."	look
p1585	" but in less than a month the paint started chipping off then not too long after that it started cracking easily , and my boyfriend rarely dropped or dose anything that could dammage his phone ."	look
p1586	 the paint started coming off so all i had left was a case with silver chipped paint .	look
p1587	 i have had it for a month and so far the paint has n't chipped off .	look
p1588	 the paint has started to fade in a few spots but its still very deep and colorful and full of life left .	look
p1589	" although , i have had to buy the case twice because the paint comes off .."	look
p1590	" but like the other reviews said , the paint started coming off .."	look
p1591	" i was pleasantly surprised , the item came before its scheduled time , i really like the packaging of the case ."	look
p1592	 i was surprised that it did not have a 2 .	look
p1593	 edit 5/9/13 : i was pleasantly surprised to receive a longer cable in the mail today .	look
p1594	 also i was surprised cus this fone just came out and they alrdy have cases on amazon .	look
p1595	 i anticipated less of a product and was very surprised .	look
p1596	 when it arrived i was surprised to see that it had sort of a 3d effect .	look
p1597	" i received the item on time and it works , but it is not as described or pictured ."	look
p1598	" exactly as pictured , excellent value , came with a tool to remove the case ... ..."	look
p1599	 the case showed up and was exactly how it is pictured on the site .	look
p1600	" the item was on time , well packaged , and exactly as pictured ."	look
p1601	 she loves it and thinks it makes her look & # 34 ; hip & # 34 ; .	look
p1602	 she loves that she has options for her phone at such a bargin .	look
p1603	" the stickers that i received do n't look exactly like the ones in the picture , but they are pretty close ."	look
p1604	" looks great , exactly like the picture and fits great ."	look
p1605	 it 's exactly how it looks with the gameboy logo and everything .	look
p1606	 it is exactly like the one that comes with the phone .	look
p1607	 it was exactly what i wanted and exactly what the picture looks like .	look
p1608	 my cell phone cover was exactly as depicted in the picture online and was very easy to put on .	look
p1609	 the picture is the exactly what was received .	look
p1610	" the case is exactly like the picture and it is easy to put on and take off , i love it !"	look
p1611	 this is a beautiful case that is exactly like picture .	look
p1612	 the cover came earlier than expected and looks exactly like the picture .	look
p1613	" looks exactly like the picture , and the plastic is hard , but still comfortable ."	look
p1614	 what you see on the picture it 's exactly what you get ! !	look
p1615	 the case comes exactly like what you see in the pictures .	look
p1616	" in fact , if i scratch it the ink ( or whatever ) is easily rubbed off ."	look
p1617	" it arrived in okay condition , but the pattern was already peeling off the sides where it connects together to go over the phone ."	look
p1618	 around the sides the paint is faded and rubbed off and i have n't even opened it .	look
p1619	 but my only gripes about it was that the one i received looks like it was used already by someone else and the bordering on the side of my touchscreen look rubbed off .	look
p1620	 the paint job is slap-dash and only on the outer side of the skin .	look
p1621	 after a few months the vellum started peeling off at places where it rubbed ...	look
p1622	 i just wish that the paint would have held up better .	look
p1623	 yet after only a week the decals and paint have already rubbed off .	look
p1624	" i had this cover for about 3 months , after about 4 days the paint had rubbed off to the front and sides ."	look
p1625	 but as time went by the paint on the cover would just fall off ! !	look
p1626	" the paint on the edges of the case is worn off , like when a woman 's manicure starts peeling at the tips ."	look
p1627	" i like the cover it does it 's job , but the color is peeling off of the sides already ."	look
p1628	 the paint and shape of the case is very sturdy .	look
p1629	" very poor quality , paint scratched and peeling in some places ."	look
p1630	" although the case was sealed in package , it looked used with paint scraped off of the sides ."	look
p1631	 i loved the case when i got it in the mail .	look
p1632	 this case was perfect for my mother she loved it and it looks really good on her phone .	look
p1633	 i got this case for my wife 's phone and she loved it .	look
p1634	 the case fit my phone great & i loved it for a day ...	look
p1635	 when i first received this phone cover i loved it !	look
p1636	" this item was a very cute phone cover , i loved it when i got it ."	look
p1637	 they are so sticky in fact that when i went to change one out i had a heck of a time trying to peel it off .	look
p1638	 it was beginning to peel just a few days after having arrived .	look
p1639	 the only thing i could see wrong with it is that after a few months the pattern started to peel off the cover and the snaps come lose every so often .	look
p1640	" i loved the case when i first received it but shortly after , the case started to peel off at first i did not know what it was until i looked on the back of the case and it was missing spots ."	look
p1641	 i had it for about a week when the covering started to peel off the back where i hold my phone .	look
p1642	 this case was really pretty when when i first took it out the pack but after just 3 days the leopard print began to peel off the case .	look
p1643	" after a few months , it started to fade and peel away ."	look
p1644	 only thing was the cover started to peel off in places as looked kind of weird .	look
p1645	" if you have this problem with your cover , simply peel it back , then plug it in ."	look
p1646	" also , some of the stripes on the front are starting to peel a little ."	look
p1647	" after a few seconds later , the edges of the protector peel off from the phone ."	look
p1648	 then within 5 days the case started to peel .	look
p1649	 it does not have any funky smell like other usual cases on amazon .	look
p1650	 i absolutely love this phone case ; it fits my evo perfectly and looks really cute and feels really good too .	look
p1651	 the material feels really good and i love it .	look
p1652	" its really cute , fits well & really protects your phone ."	look
p1653	" i 'm in usa , i ordered the cover for galaxy ii that i bought from usa , the cover did n't fit , and the speaker location is different from the phone ."	look
p1654	" so if you bought galaxy ii from usa , do n't buy cover from outside usa"	look
p1655	" ordered this case , it looked great , fit well , and had the belt clip with it ."	look
p1656	" i was very happy with how this case looked , and it came with an optional clip for the back , which was nice ."	look
p1657	" i am a case collector , but i 'm also a tomboy so this case is just so perfect ."	look
p1658	" i have always wanted a double deck case , and this one is perfect !"	look
p1659	 this fits the phone perfect and almost has a 3-dimensional design because the print sits on top of the item with the case being kind of frosted black plastic .	look
p1660	 love the caselove the screen protectorslove the tool to get the case offlove this case ( :	look
p1661	" this case was as strong and nice as a case you can get from the stores , but cuter and it is easier to get on and off even ."	look
p1662	 this is perfect and a great case ! ! !	look
p1663	 they are even more jealous when i tell them how much i paid for it !	look
p1664	 it 's the pink piece that makes this unfortunate .	look
p1665	 after about a day it two the pink bow fell off !	look
p1666	" i thought i was getting red as shown here , but i got pink ."	look
p1667	 my phone reception went from 5 dots to 1 dot and kept cutting out when my phone was inside the case .	look
p1668	" not only was this a bad knock-off , but it the side was pink , not as advertised ."	look
p1669	 if you want this your not getting anywhere near a pink or hot pink iphone back glass i got this and it came and was purple	look
p1670	 the pink is n't as light like how it shows its dark but its okay ! !	look
p1671	 this is a quick money making scheme from the chinese company .	look
p1672	" when i got this item , i was shocked to find it was hot pink ! ! ! ! !"	look
p1673	" when the phone case came , i saw that it was a bright hot pink ( sort of neon-pink ) ."	look
p1674	" if you like gaudy , this is for you ."	look
p1675	 but went from `` sweet lookin '' to `` cheap lookin '' way too fast for my liking ! ! !	look
p1676	 it is so pretty and vibrant in the picture .	look
p1677	 the picture is not an accurate representation of what you will be receiving !	look
p1678	 i have the white case and it is impossible to take pictures with a flash on the white i am assuming reflects the light and causes a big white picture .	look
p1679	 in the picture the case looks white with leopard print but it 's not .	look
p1680	 it looks layered which does n't come across in the pictures .	look
p1681	" in the description picture , the phone looks more white but when i received it , it 's grey but that 's not a huge issue for me ."	look
p1682	 buy now most of the paint is chipped off & it looks horrible .	look
p1683	" the only downfall about this product is that the paint chips easily , and if you dropped your phone , the marks easily appear all over the case ."	look
p1684	 i was very disappointed to wait so long to receive my case and then it chipped a few days after i put it on my phone .	look
p1685	 by this time i have been on holds and discussions for more that 45 minutes .	look
p1686	 we 'll see how this holds up over time .	look
p1687	 now that i have used it for sometime now i can say that it holds up to what i put it through so i would recommend it to my friends and the time it took to get was right on time and now i just put my headset on instead of having to hold the phone up to my ear so i can have more of the long conversations	look
p1688	" well , these guys ( or whoever made em ) managed to do it !"	look
p1689	 these work great and seem to be well made .	look
p1690	" but i guess this is true for any device you attach to your belt , and not just a palm ."	look
p1691	" now , if only those clever folks at palm could figure out a way for my palm v to alert me when i leave it behind at the restaurant !"	look
p1692	" i do love the colors and 3d affect of this case/cover , but i had a heck of a time getting it on , finally had to have my husband work with it to get it to snap all the way around ."	look
p1693	" i get a lot of compliments on it , and the colors make it a little easier to find the phone when it is buried in that bottomless pit of my bag"	look
p1694	" i love it , i got lots of compliments on it ."	look
p1695	 after a short while the paint began to rub off and the color fade .	look
p1696	 there also spots where the paint was pealing off .	look
p1697	" it has not broken , but it has visible peeling/chipping ."	look
p1698	 nice while it lasted but the paint wore off very quickly .	look
p1699	 then the pattern began peeling off and finally it cracked .	look
p1700	 the case is adorable but i just could not deal with it chipping away so i took it off .	look
p1701	 the colored sheath is already peeling off of the case .	look
p1702	" not only did it arrive faded , scratched up with pieces of the paint missing , and terribly flimsy , but it also does n't fit because it 's somehow warped ."	look
p1703	" when i first received the case there were scratches were the & # 34 ; paint & # 34 ; had come off , almost like it was rubbed off ."	look
p1704	 after a month or so i notice more of the & # 34 ; paint & # 34 ; is rubbing off .	look
p1705	" i love the way this cover looks , but the paint started chipping a few days after i installed it on my phone ."	look
p1706	" also , the paint has started peeling off the back cover ."	look
p1707	 by the second week the clear plastic started pealing off still it eventually all feel off really was disappointed about this product	look
p1708	" i enjoyed it for a while , and it was super cute , but then the crystals started falling off , the purple started peeling , and the corners broke off ."	look
p1709	 my new brushed aluminum battery cell phone charger for my blackberry arrived today !	look
p1710	" first , the screens come scratched ."	look
p1711	 the inside faces of them are poorly finished and have crud chipping off .	look
p1712	" also , not a big deal , but i wonder how long before the bright and colorful owl starts to come off ."	look
p1713	 purple is my favorite color and this case is perfect !	look
p1714	 i like hawaiian print purple will be my next color case .	look
p1715	" love the color , not the purple showed , a little brighter purple ."	look
p1716	" second , it fit the phone perfect with no issues ."	look
p1717	 i 've no issues at all with this charger .	look
p1718	 had issues with these not charging our 9300 curve blackberries .	look
p1719	 we 've had these for a few months now with no issues .	look
p1720	 i have been having issues with others and thought they burned up but i think it 's the actual port in which the plug is inserted .	look
p1721	 i suspect other issues are occuring when using this charger .	look
p1722	 the folks on the other side of my calls have no issues on hearing me .	look
p1723	 i own two of these headsets and have not experienced any of the issues that the other reviewers have commented on ( i have had them over 3 years ) .	look
p1724	 the only issues i have with the set is that the way it was sold just had them all together and lacked organization .	look
p1725	 and it was actually kind of cool - they turn into marble sized squishy soft balls that bounce and retain their shape for quite a while ( about a week now out of water ) .	look
p1726	" i have a feeling this will continue , other than that i really like it !"	look
p1727	 i like the art work and the fit is like a glove .	look
p1728	 oh it also includes a cute carry bag which my daughter was tickled silly over !	look
p1729	" i was very upset , since i still like the case , but the quality is really bad ."	look
p1730	 it 's really cool and it 's comfortable to go .	look
p1731	" all-in-all , i really like this charger & use it often while traveling & the price was right ! ! !"	look
p1732	 there are two other features that are new that i really like too .	look
p1733	" really , no kidding ! ! ! ! ! !"	look
p1734	 i have had this over a year now and the paint is starting to peel .	look
p1735	" the flowers and butterflies are the top , with the muted leaves below that , andsplashes of blue below that ."	look
p1736	 she liked it very much and said the flowers were very pretty .	look
p1737	 it is not pink and white or even tan .	look
p1738	 the g slate requires a model psta-d01wt .	look
p1739	" the differences are as follows : on the yellow packaging you see a pda , ipod , camera and two cell phones ."	look
p1740	 make sure yellow light is glowing robustly before you charge .	look
p1741	 i would like to see this case available in navy and brown as well as black .	look
p1742	 i thought this case was beautiful when i got it !	look
p1743	 i thought it was the most beautiful case on here !	look
p1744	 a beautiful flowery case with the protection i needed .	look
p1745	" it looks so beautiful , but does n't fit the lg slider phone at all ."	look
p1746	" beautiful case , but top cover pops off occasionaly , not sure why ."	look
p1747	 beautiful case and seems to be of good quality .	look
p1748	 the cover is beautiful and i am glad i made this purchase .	look
p1749	 it is very beautiful and a great protection for the phone .	look
p1750	" this cover is awesome , beautiful , and fits great ."	look
p1751	 i think my phone will be wearing this cover for awhile because it 's so beautiful ! !	look
p1752	 no more craning your neck and getting fatigued while on the phone ...	look
p1753	" i have to use a headset all of the time for both my cordless and cellular phones because i have permanent nerve damage in my neck and right shoulder from a car accident , that prevents me from holding a phone to my ear for more than a few seconds ."	look
p1754	 while i thoroughly appreciate the thought on her part - knowing that i was having tmj and neck aches - this product is not good for what i wanted it for .	look
p1755	" i do n't like holding my phone to my ear for extended periods and the headset gives me comfortable hands-free without getting a crook in my neck , never mind the electromagnetic radiation from the cell phone ."	look
p1756	" you know , people who literally have pains in their neck from clamping a phone between their head and shoulders ."	look
p1757	 mostly what i like about thisis that it 's attractive and horizontal .	look
p1758	" sturdy clip , did n't try to pop phone out when i needed to grab the phone quick ."	look
p1759	 you can clip it on to your waist to keep it out of your way yet access it easily as necessary .	look
p1760	 lost my phone just this way and because of this product .	look
p1761	" i 've found it the least cumbersome ( with one hand ) to grab the phone by the antennae to lift it up and turn it to face me , but i still need the phone to & quot ; slide & quot ; across the palm of my right hand to get to where my fingers can curl around and reach the button to flip open the phone ."	look
p1762	" without modifications , you can un/clip this phone quick and snappy with one hand ."	look
p1763	 it snaps on and off my motorola v60g phone very quickly and easily .	look
p1764	 that way i can easily snap the phone of the holster with one hand and grab the phone with the other .	look
p1765	 i thought my provider was going to supply me with a mobile charger but nope just the standard home a/c model .	look
p1766	 these charge my bt earpiece and phone faster than my indoor ac chargers .	look
p1767	" i was disappointed to find that this was not a charger but a charging stand , requiring your plug-in charger to operate it ."	look
p1768	 ) the portable charger ( ac or 12vdc ) does allow the phone to be used ( send and receive ) while charging .	look
p1769	" it takes some jockeying , but the plastic tensioners move toward the phone charger slot to make room for the spare battery , which is inserted contacts down and facing toward the power supply connector ."	look
p1770	" ( i just needed an adapter between round legs and an american socket i bought for $ 2 in radio shack , no voltage converter needed ) ."	look
p1771	" 6 , it 's small , light wait and runs on both batteries and a ac adapter ."	look
p1772	 i wish that nokia would just supply that part ...	look
p1773	" the speakerphone can be run off the phone 's power , but it will drain the batteries quicker ; recommend using a power supply input when using it ."	look
p1774	 the transformer ( converts the ac to dc ) is relatively small and it has a long cord for utility .	look
p1775	" option # 1 go dig up the ac adapter from a drawer somewhere , and then find an open outlet to plug it into ."	look
p1776	" also , keep in mind that the stand does not come with its own power supply ."	look
p1777	" usually you feel the full weight of an iron-core transformer , but this feels like just an empty plastic housing ."	look
p1778	" while it is called a *charger* , it does n't come with the ac adaptor needed to actually supply power to the cradle ."	look
p1779	 the only downside is that you have to purchase the power source separately - in other words - that ac adaptor unit thingie .	look
p1780	" this ear piece for the nokia is an awful product , it very lowquilty ."	look
p1781	 for some reason the makers of this item thought it would be wise to make each size ear piece fit a different bluetooth .	look
p1782	 now to go look for cotton to stuff in the ear piece .	look
p1783	" this is a great cover , colorful and pretty ."	case
p1784	 the front cover actually wraps around the home button and covers the top black part with cut-outs for the speaker and camera .	case
p1785	" i also notice that this product do fit the sgs2 , but the cut outs was not good ."	case
p1786	" it is good , but does n't look like it is in the picture ; not as shiny , bright , and attractive ."	case
p1787	" nice i really like , fits well and easy to put on and remove when i need to exchange battery , only issue was the color ( blue ) is n't as bright as the picture showson the page ."	case
p1788	 the light blue swirls do n't look exactly like they do in the picture either .	case
p1789	 it fits correctly and has a glossy white look .	case
p1790	" it 's super cute , the picture has n't come off , and she always gets compliments on it ."	case
p1791	" not only are these things super cute , but they stay on forever ! !"	case
p1792	 it 's cheap and the buttons are super cute !	case
p1793	 received the button stickers super quick & they are super cute !	case
p1794	" my husband had super glue , so he glued back and it looks fine ."	case
p1795	 the pink was super cute and made my phone stand out alot more	case
p1796	" although cute , it comes off the phone very easily ! !"	case
p1797	 the phone gets super hot which indicates that there 's more current coming through than it should .	case
p1798	 i & # 34 ; m a cat lover so to open this package when received was super exciting .	case
p1799	 it 's too bad because it is really super cute .	case
p1800	" it 's sleek , stylish , makes me super happy !"	case
p1801	" i accidently bought this thinking it was for my iphone 5c and although it fits just barely , it looks super cute !"	case
p1802	 the charger is tough and durable .	case
p1803	 feels strong and according to me its a little bit shiny not solid black..	case
p1804	 the texture is comfortable while seeming durable .	case
p1805	" i have had it for less than a month , and the front cover has already broken ."	case
