id	sentence	label
c1329	" i have never had a hardware problem with it , although the original hd ( now in a usb case ) recently crashed -- except for the microsoft xp/sp2 problems that crop up now and then ( i have never had to do a recovery , but have done many restores ) ."	software
c1330	" however , i had to price a system for my grandfather last year and he wanted windows ."	software
c1331	" keep in mind these things , though : 1 ) compaq no longer makes the 700 line , since they have moved on to making newer lines , so support for it is now hard to find ."	software
c1332	 i 'm so glad to be the first to review this emachines model .	software
c1333	 i took a big \ '' guuulp\ '' and went for it and bought this emachines model and i have never been happier .	software
c1334	 `` this may have been so with older emachines model but not this one .	software
c1335	" needed a new pc so i bought a slightly inferior , older model and left very dissappointed ."	software
c1336	" this particular model of emachines computer is outdated now , though if you can find one , it will do anything you need short of playign the newer games on high resolution ."	software
c1337	 emachines has more than earned my respect with this model .	software
c1338	" that means , it can run a godly 1600x1200 picture with perfection ! the ift series is also very high quality , includes all the new technologies ."	software
c1339	 it 's pretty solid and fast on most tasks .	software
c1340	 ere 's an idea of how fast it is .	software
c1341	" believe me , this system is fast and fully featured ."	software
c1342	" well , it does exactly what it 's supposed to do - mount a projector from the ceiling ."	software
c1343	 at first it lasted a good nearly 1 but after that that computer was draining the battery fast and fast .	software
c1344	 it 's relatively easy to setup and in general it performs ok .	software
c1345	 you ca n't compare a 5-year-old to a new born and automatically say that the 5-year-old will be smarter in the long run just because it can read and the newborn ca n't .	software
c1346	" as a 13 year old kid , u may be reading this review thinkin im just sayin this stuff to throw people off ."	software
c1347	" if you have the money and you will be doing animation , photo rendering , etc ."	software
c1348	" what 's good : -- -- -- -- -- -- -- -- -- -- -- -- -- 16mb nvidia gpu is balanced perfectly for practically every application , ranging from video editing to photo manipulation to 3d gaming to your basic office programs ."	software
c1349	" it comes will apples indescribably easy \ '' i\ '' applications ( imovie , iphoto , and itunes ) , and can easily be used as a portable film editing station , recording studio , or photo editing and storage hub ."	software
c1350	" you can crop your own photos inlarge them take out red eye , you can even make you own photo album ."	software
c1351	 connect to the internet and with a click it finds all of the titles and artists for your cd .	software
c1352	 for those interested in photo editing there is a down side .	software
c1353	 it has become an invaluable tool for quickly putting together comps for dailies at the studio .	software
c1354	 photo organizes your photos into its own multi-leveled directory structure based on date -- something i do n't need on my already neatly organized photo albums on windows xp .	software
c1355	" i 've had imovie2 , itunes , photoshop elements running and been wirelessly connected to the internet downloading mp3 's on limewire without even a hiccup ."	software
c1356	 pinnacle withdrew this product from the marketplace fairly quickly .	software
c1357	 `` i 've had this happen with 2 pinnacle products now .	software
c1358	 i set it up as my primary desktop editing station .	software
c1359	 actually noticing a differnce will be hard to do unless multiedia calibre 3d editing/rendering is taking place .	software
c1360	 he machine is faster than the 400 g4 that i had been using to render my movies and photos with .	software
c1361	 i 've used it for photo & graphics manipulation .	software
c1362	 i do high end graphics editing and creation here .	software
c1363	" it was purchased to be a workhorse utility computer , mostly for internet access , document editing , website creation and administration , along with storage of documents and photos ."	software
c1364	" this good enough for photo editing , some storage and doing your file ."	software
c1365	" the hardware , however , is all top notch and works perfectly ."	software
c1366	 the hardware is easy to use .	software
c1367	" vaunted as an excellent chipset , it has no hardware texture and lighting support , and their site says not to expect it anytime soon ."	software
c1368	" o not only does this laptop have shoddy hardware , it 's a fire hazard ."	software
c1369	 t could be a great system if hp used better connectors and hardware .	software
c1370	 i must manually go to device manager and force a scan for hardware changes .	software
c1371	" it was n't bought for gaming , so having the latest and greatest video and audio hardware was n't a factor ."	software
c1372	 another thing i do n't like is the preinstalled software .	software
c1373	" ok , i 'll list the raw facts first ."	software
c1374	 just raw brute power like my honda vtec engine .	software
c1375	 fter loading all graphics design ( adobe photoshop 7 .	software
c1376	" i 've compared using photoshop , quark , flash , microsoft office on both systems ."	software
c1377	" yes , you can use adobe photoshop on it , but i generally reserve my high-powered applications for a larger screen ; i ."	software
c1378	" i regularly use microsoft office apps along with adobe photoshop , internet explorer , etc ."	software
c1379	 i run photoshop and illustrator as well as indesign for school and have no problems with the machine operating this software .	software
c1380	" at the office , i easily run applications such as dreamweaver , fireworks , quarkxpress , adobe illustrator , coreldraw , powerpoint and even photoshop ."	software
c1381	" et , sql server , oracle , adobe photoshop 7 ."	software
c1382	 for basic tasks this laptop is probable fine -- however if you are going to use it with products like adobe photoshop or do any kind of software compiling then skip this one .	software
c1383	" i can have my photoshop , flash mx , dreamweaver , ftp manager , messengers , and outlook express all opened at once without any decrease in performance ."	software
c1384	" i 've used adobe photoshop , illustrator , premier , and aftereffects on this tough cookie ."	software
c1385	" it can run any application i throw at it , from adobe photoshop 7 to warcraft iii to mechwarrior mercenaries ."	software
c1386	" very powerful - i can run multiple webservers , sql server 2000 , photoshop 7 , dreamweaver mx and outlook express all at once , with no degradation in quality ."	software
c1387	 i use photoshop cs2 and had fair success in calibrating my monitors ( lcd & notebook ) using the program that came with photoshop .	software
c1388	 now that i have a good calibration i can see how lacking the results were when i first used the software from adobe .	software
c1389	 dvds ca n't be enjoyed because of the very loud fan noise .	software
c1390	 i hope you have enjoyed reading it just as much as i enjoyed writing it .	software
c1391	" so far i have enjoyed this laptop , however there is an annoying hum from the harddrive when the laptop is on ."	software
c1392	 i was disappointed witht he coverage of loading and post processing raw within bridge and acr .	software
c1393	" while scanning each batch , you can even preview shots from the preview window displays ."	software
c1394	" mine shuts down when i load some acrobat files , use word , burn cds , etc ."	software
c1395	" so far they have included the startup program , the corel , and outlook and some maddening and mysterious problem that seems related to the browser ."	software
c1396	" the only modifications i have made were the addition of 256 more mb of ram , bringing it to 512 , which is sufficient to run autocad , photoshop , several browser windows , and a few other applications with ease , even with the 1 ."	software
c1397	" it is not build to allow you to edit movies , run photoshop , and type a papper all at the same time ."	software
c1398	 now i can design and run my model trains wherever i go ( a bonus is that trainz does not require the cd to run the program ) .	software
c1399	" if you need to run a dozen adobe applications simultaneously , you will likely be frustrated with this machine ."	software
c1400	 their database app is one of the easiest and friendliest around .	software
c1401	" one can be used to launch your internet browser , one to launch the toshiba console window , and the other to toggle the tv-out function ."	software
c1402	" further more , there is no selection to restore individuals program ."	software
c1403	 his machine 's processing speed and included memeory more than serves the needs of having multiple resource hungry applications opened at once .	software
c1404	" it has many qualities not unusual in a laptop twice its price , and yet it still manages to come in at under a grand ."	software
c1405	" its preformed very well , only a few crashes ( mostly winamp related ) , excellent system ."	software
c1406	" we run a 4d database system that once took an incredible amount of time to process ( we would literally click a request and then go get coffee , and it might be done when we returned ) ."	software
c1407	" ukebox ( preinstalled ) is a pain in the you-know-where , and does not run without registering , but is setup as the default player of all music files ."	software
c1408	 i made the recovery media and than wiped out the system to load a clean version of xp professional .	software
c1409	 and this has proven to be very effective and gentle on the system resources .	software
c1410	" following installation , i divided the drive : half serves as a scratch disk for photoshop files , the other half for applications that run under os9 ( classic ) ."	software
c1411	" -inch screen and a fast processor ( one optimized for intensive video applications and presentations ) , the pbg4 weighs just 5 ."	software
c1412	" os x has yet to be optimized for speed , so internet surfing , navigation of files , open applications is often slower than pcs , especially the faster pcs ."	software
c1413	 the xeon family ofprocessors is optimized for server operation and has no market for the portable or desktop environment .	software
c1414	" the g3 chip in the ibook can handle photoshop , and most apps , but remember this is a laptop with a 12-inch screen ."	software
c1415	 do a fair amount of processor intensive work ( program compiles etc .	software
c1416	" but in processing applications , a mac g4 scales up about 2 ."	software
c1417	 it is pleasant to use and it has some decent built-in tutorials to help you navigate the many multimedia applications .	software
c1418	 he processor is super fast which i 'm very satisfied .	software
c1419	 the processor speed is super fast .	software
c1420	" yeah , the processor is n't quite as fast , but loaded with ram ( i upgraded the ram to 768 ) , it 's as fast or faster than this g3 ."	software
c1421	" f you purchase this emac , you 'll find it works considerably faster if you install at least an additional 256 mb of ram ( which takes all of 30 seconds -- do n't be conned into paying an installation fee ) ."	software
c1422	 yeah that is my only gripe with this one .	software
c1423	 this computer is nicely loaded except for one thing : the graphics .	software
c1424	 it 's a pentium 4 with the 512mb of ram which i thought was overkill but it certainly zips through webforms fast and performs ms office like a dream .	software
c1425	 it is really fast and i upgraded the ram to 1 gb .	software
c1426	 not a super-computer ! just buy more ram for it and you 'll be ok .	software
c1427	 ) on one partition and xp on the other .	software
c1428	" no disk , no spin , but if a disk is in , it 'll spin for no reason ."	software
c1429	 you may view this as either great -- no detritus taking up disk and desktop space -- or as a minus .	software
c1430	 all it has is are recovery cds to reformat the whole disk and re-install os/everything all over again & deleting all your data .	software
c1431	" to make things worst , this recover cd will also reformat the hard disk and wipe out whatever it is on it ! at this point i tried to see if there is any other way to update the bios ."	software
c1432	" as it turns out , hp has designed this & # 65533 ; e-diags & # 65533 ; in a & # 65533 ; hidden & # 65533 ; partition on the hard disk ."	software
c1433	" the drive was also very picky about the kind of disk it liked to burn on , and would often come up with disk errors while closing a burned disk , or sometimes would not even start burning ."	software
c1434	" last but not least , it does not include a set of restore cd 's ( although it does have a separate restore partition on the hdd ) ."	software
c1435	" also , the packaging looks very nice and the on-screen controls are easy to use ."	software
c1436	 easy as pie ! i have n't messed with that .	software
c1437	 if you run a lot of graphic intensive programs then you 'll love this monitor .	software
c1438	 apple has scored a home run with the functionality .	software
c1439	" i run graphic intensive programs such as photoshop and studio 8 and play graphic intensive games , and the video card finally gave out ."	software
c1440	" i ordered it for my google android g1 phone , and it 's the wrong cable ( wo n't plug into phone ) ."	software
c1441	 this was a problem with a gps box i got at the same time .	software
c1442	 : > ) i have even seen reviewers say future p4s will support a gps .	software
c1443	" um , the cpu has nothing to do with having a gps ."	software
c1444	 the problem got progressively worse as time went on .	software
c1445	 once i got it i held it up to the fan and noticed a small problem .	software
c1446	" it also , admittedly , does n't do an absolutely exemplary job of playing cds or sound files ."	software
c1447	" itunes for organizing , ripping , and burning your mp3 's ."	software
c1448	" it burns cds really fast , and it is so easy to make playlists through your itunes2 ."	software
c1449	" itunes being the super simple process that it is , all you have to do to burn cds is click a button ."	software
c1450	" eady out-of-the-box for email , internet , video editing , playing mp3s , printing photos , even burning cd-rs ."	software
c1451	" burning mp3s and cds has never been easier , thanks to itunes ."	software
c1452	 the boot up time was average speed for a laptop .	os
c1453	" lcd , cyber blade xp that supports opengl and d3d , 8x dvd , floppy drive , modem , lan connector , various ports , everything you need is all in one satellite 1805-s254 ."	os
c1454	" i had a minor bios issue , where after extreme extended use ( like 6 straight hours of working on a grad school paper in a hot library ) , the bios would suddenly shut down the xp os ."	os
c1455	" on my old machine , i still had to boot into os 9 for a few tasks ( ok , diablo ii , i admit my addiction ) i hav n't even launched anything in classic mode on this beast ."	os
c1456	 here is what you can expect : you can install redhat if you have a usb floppy drive [ ] .	os
c1457	 suse linux would n't even install ! the boot floppy loads half way and hangs .	os
c1458	" os reloads , bios upgrades , you name it ."	os
c1459	 the only way to access the severely limited bios is to insatll an os and toshiba utility .	os
c1460	 this was a complete cinch ; all i had to do was download a file and it makes a boot disk .	os
c1461	" though my imac was great , who could resist this with the 14 & quot ; screen & amp ; cd burner ? realities : learning the workings of osx and dual booting take patience and a good mac book ( i use 'the missing manual ' by david pogue ) ; spending more on the best looking laptop is no big deal ( who does n't spend as much as they can on a great looking car ? ) , i ."	os
c1462	" f you 're attacted to dvd burning and the & quot ; superdrive & quot ; ( which i 'll admit i am ) , you still have a tough decision to make because the emac with superdrive is really the same price as the imac with superdrive ."	os
c1463	" his laptop is the champion of & quot ; customizing & quot ; ease : new 7200rpm hdd put in in less tha 5 min , cheap 2nd hdd ( do it yoursef ) , stylebay dvd-r/rw/ram ."	os
c1464	 the only complaint i have is that the cd/dvd rom drive should & quot ; pull in & quot ; the disc like a car audio cd does .	os
c1465	 the unit was unable to boot from the & quot ; free & quot ; cd/rw-dvd unit that comes with the laptop .	os
c1466	 hopefully the problem was with the & quot ; free & quot ; cd/rw-dvd and not with the laptop itself .	os
c1467	 esspecially when they probably hav n't even used the ps2 yet .	os
c1468	" i hav'nt done much with imovie yet , but i plan on it ."	os
c1469	 what a joke ! they actually told me that they hav n't heard of any complaints about this problem .	os
c1470	" redhat installed just fine , but powerquest 's bootmagic program is unable to properly deal with this harddrive , perhaps because this is a newer type of drive , even after having powerquest technical support provide me with an edited mbr to install ."	os
c1471	" again , this is apparently a problem of the hardware being newer than the available drivers ."	os
c1472	" works well , but you have to install a newer kernel or patch the 2 ."	os
c1473	 8 kernel to get the wireless card to work .	os
c1474	 the patch is needed to deal with the acpi irq sharing .	os
c1475	" tried putting win2k on it -- hoping that it was some driver issue i was facing , but suffer the same fate ."	os
c1476	 the new vaio and xp combo fixed all that .	os
c1477	" i have pushed it to the limit by downloading , installing , and running several apps , all simultaneously with no problems ( try that on a widows machine ) ."	os
c1478	" video drivers have never worked right , continuous crashing on video drivers or modem ( even when not using ) ."	os
c1479	" `` well , when the imac arrived , i simply plugged it into my home network router and the imac immediately recognized my two xp machines and file transfer was done in less than an hour ! ! it was easier to network my mac to the xp machine than it was to get the two xp machines to talk to each other ! ."	os
c1480	 i upgraded it to xp pro after downloading the drivers from toshiba and it works like a charm ( except for one thing .	os
c1481	 this machine is upgradeable vista except for one missing driver which does n't affect anything .	os
c1482	" when i tried to install it , i found that my computer would n't recognize it ."	os
c1483	" while osx is very , very stable it leaves me wanting the speed of 9 ."	os
c1484	 ! try dealing with that stuff on a win machine and see how muchyou like doing that ! software for students is way cheaper so i loaded up .	os
c1485	" it 's a very stable operating system , and when put together with this very stable and solid notebook , it 's a wonderful combination ."	os
c1486	" on the con side , it is linux based which means it is very stable , but the files can not be opened directly by microsoft products ."	os
c1487	" my fault for not having the xp os pack-2 and not installing virus , ad-aware , spam blocking and firewall software ."	os
c1488	 tested out the speakers on a lot of notebooks .	os
c1489	 ghz vaios on the net and seems like a recurrent problem .	os
c1490	 i have abused these monitors to the utmost point and still they are going strong .	os
c1491	 i 'm 26 now ( and only six months until my birthday ) and the thing is still going like a champ .	os
c1492	" i do n't think there 's going to be a mass exodus from the pc world to apple because of this , but as a pc guy i still wanted to say i liked the computer , and it might even merit 4 ."	os
c1493	 his pc has really hung in there and is still going strong .	os
c1494	" things to note : so far , the sound will not work under linux ."	os
c1495	" f you want to run one os only ( xp only or linux only , for example ) this machine will probably work just fine for you ."	os
c1496	 these may be kernel related issues-i was installing redhat 7 .	os
c1497	 am a linux user and i have had very few problems with anything .	os
c1498	" microsoft has updated xp till with less than 1gb of system ram , xp is nearly as clunky as vista , but under the newest version of ubuntu linux ( 9 ."	os
c1499	 i bought competitor 's pci ( has linux driver ) for my second pc .	os
c1500	 the firewire cdrom is not yet recognized by linux .	os
c1501	" i use linux exclusively , and i had a nightmare getting linux ( specifically xfree86 ) to run when i purchased my old compaq due to issues with video drivers etc ."	os
c1502	" you are a student and will install linux on it anyways ! let me give you 12 reasons not to buy it,1 ."	os
c1503	 periodically download 4g dvds with linux images and never has interruptions due to router failure .	os
c1504	" if i was going to use them under my preferred linux , i would have to participate in driver development , which i do n't want to do since i 'm really just an amateur ."	os
c1505	 this is a great wireless card for linux .	os
c1506	 the manufacturer also puts the linux drivers on their cd .	os
c1507	" ut i waited for the hitachi super duper 7200rpm , 60gb drive to get a little cheaper and bought one ."	os
c1508	" you will love p-4_m , g-card_m , 5400rpm hd , remote control ."	os
c1509	 using retrospect i was able to get backup transfer rates between the 80gb and a 120gb i installed in the ata66 cage of 1000 bytes a second .	os
c1510	" except for an issue with it not wanting to work with a ata raid card that operated fine in my old quicksilver dual 1 ghz , the machine has been perfect ."	os
c1511	" the machine has 2 ata 33 ports , 2 ata 66 ports , 2 ata 100 ports and room for 2 optical drives , 2 hard drives in the back near the ata 100 and 2 drives up front near the ata 66 ports ."	os
c1512	" after a month of hunting storage for my laptop , i narrowed my choice , maxtor or lacie ."	os
c1513	" ard drive : the original hdd was a seagate 80 gb ( ultra dma 5400 rpm ) unit , which had problems within the first 60 days ."	os
c1514	 contacted hp support and they immediately sent a new seagate barracuda 80 gb hdd ( 7200 rpm ) as a replacement .	os
c1515	" have since added another seagate barracuda 80 gb hdd , and both have performed quite well ."	os
c1516	" have 3000rpm , and still not enough ! i needed to install 400w powersupply rightaway ."	os
c1517	" let 's skip all the standard pc junk ( the processor , ram , disk space , etc ."	os
c1518	 you just ca n't imagine how fast this thing is ( i have a g4 cube 450mhz ) .	os
c1519	" fast and to the point , great ! after downloading a few updates to current software , i ran some benchmarks ( graphics , ram speed , etc ."	os
c1520	" it ran at the speed of my sisters computer , 900mhz ."	os
c1521	" after i produced the tracking verification that they signed , they finally admitted to receiving it ."	os
c1522	" it did not resolve the problem , but at least it did n't cost a lot to do it ."	os
c1523	 i re-installed again and again but the same problem still persisted .	os
c1524	 i 'm using it as i type this review ! i have also replaced the xp home edition with xp pro .	os
c1525	 no problems with the home edition of xp but i need pro for business purposes .	os
c1526	 the notebook is offered with windows xp home or professional .	os
c1527	 0 works great ! it 's so easy to get software on this latest edition of linux .	os
c1528	" powered by microsoft 's windows xp home ( comes pre-installed ) and a full sized 85 key , 12 functions , 2 ."	os
c1529	" although , no computer is better than it 's os , mine being xp home edition ."	os
c1530	 media player is a great way to stay entertained while working .	os
c1531	" o consider this wonderful machine ( has its drawbacks - yes ! ) if you want to get a pc-centered all-in-one multimedia center connected to an outside high end audio and digital video ( satellite , hdtv , dvd ( -r ( w ) ) player , etc ."	os
c1532	 also notable was the excellent glitch-free quality of dvd playback even while on battery power .	os
c1533	" superior dvd playback , increased frame rates and breakthrough 3d graphics must be seen to be believed ."	os
c1534	" the only two minor problems with it are that the remote ( cd/dvd/mp3 functions ) will only work with the toshiba media player and not any other ( windows media , etc ."	os
c1535	" despite the slow channel selection and incredibly buggy software , i did manage to get it to record both dvd and svcd quality mpg2 video to my computer ."	os
c1536	 except - hmmmm - the video software .	os
c1537	 he provided tv viewing/recording software is horrible .	os
c1538	 as a dual boot system ( shared with xp ) is a piece of cake .	os
c1539	" fired right up , and the xp immediatley detected and configured my monitor , printer , scanner ."	os
c1540	" i just plugged the usb wire in , and boom , xp showed all the photos and made them available for transfer ."	os
c1541	 in fact she still spends more time on the pc because most of the software we own runs on xp .	os
c1542	" tired of the battle between microsoft and its pirator 's ( which are genetically related , i 'm sure ) , i decided to leave windows after xp , and take the mac plunge ."	os
c1543	 i use mine with windows 98 me and it works great for me .	os
c1544	 the reason i know is because it tells me everytime i load xp .	os
c1545	 personally i would n't touch xp with a 100 meter cattle prod .	os
c1546	 here 's really no excuse for this product only working with xp .	os
c1547	" however , i can connect to windows 2003 without the console locking ."	os
c1548	 works fine under windows 2000 .	os
c1549	 i upped the ram to a beefy 384mb because i knew that like most modern operating systems mac os x runs much more smoothly with more memory .	os
c1550	 128 mb is the bare minimum for os x .	os
c1551	" although i do reccomend adding at least 128 mb more memory asap if you are going to run osx , it speeds thing up a bit ."	os
c1552	" also , it came with xp , which is the best thing bill has done since '95 ."	os
c1553	 ( i need win 2k or win xp prof ) .	os
c1554	" it does n't work with xp , although it will install itself ."	os
c1555	 hp is not providing the needed drivers for vista or windows 7 .	os
c1556	" if your os can not accept incoming rdp sessions ( like xp and windows 2003 can ) , you ca n't use mira with it ."	os
c1557	" i used this drive in windows 98 , 98se , me , and xp operating systems without any issues ."	os
c1558	 xp has been the best operating system better than vista and windows 8 .	os
c1559	 so it is usable only with windows .	os
c1560	 ( even the much-glorified apple macbook is now the subject of a class-action lawsuit ) .	os
c1561	 i also read about a proposed class action lawsuit and a virtual petition to sign about making sony aware of the problem .	os
c1562	 y sony dsc-f 717 digital camera was once sent to service because of ccd problem also .	os
c1563	" the 120 hd has transformed the unit , and actually works better with xp pro ."	os
c1564	" i had to tell the tech that my setup disks could be bad , then i think they sent me a mixed set ! ! ! it thinks it is xp pro and home ."	os
c1565	 i need a sql server destop installation but i cant do it with a xp home ( neither xp pro ) .	os
c1566	" when i got it , it had win2000 pro and 256m of ram ."	os
c1567	" and i can even use a free program from microsoft called rdc to login to the windows xp pcs on my home network , and display their desktops on the imac ."	os
c1568	 i had wondows xp pro installed and a wireless card .	os
c1569	 wish it came w/ xp pro but the home version is ok .	os
c1570	" so if a problem it is not irreplaceable ! by the way , if you do upgrade the machine to xp pro via clean install the driver for the lan module is available from intel 's website ( version 6 ."	os
c1571	 the airpanel is * not * just a \ '' table pc with some extra software and a usb transmitter\ '' : it 's a totally different animal : ( a wince / rdp client : i think of it as a pocketpc with a big display ) * these babies can connect to any xp pro or windows 2003 server box in your house - mine is configured to hit any of 3 machines in my home .	os
c1572	" windows xp is not a server : if you use your mira device against it , the local console will lock itself down : the airpanel was n't meant to be a way to \ '' multiplex\ '' a single desktop so that two people can use the same computer at the same time ."	os
c1573	 sony recommended reloading the recovery media onto the system and then upgrading to xp pro .	os
c1574	" after using it for only a short while , i 'm a total convert ."	os
c1575	" irst of all , the speed and power of this system blew my mind ! although you cant directly compare pcs to macs , i can just tell you applications open in a snap with mac os x running at 933 mhz , when they would still be churning away with the hourglass on xp with 1 ."	os
c1576	" actually , the system no longer recognized it ."	os
c1577	 this is a very impressive little bit of engineering .	os
c1578	" ut what laptop does n't ? if you want a cool-running laptop , be prepared to shell out an extra grand for centrino ."	os
c1579	" i say this every year , but this machine rocks ! it is amazing how fast it is & amp ; and as usual get tons of attention everywhere i go ."	os
c1580	 i am already sticking up for apple and i have n't had the machine for more than few days .	os
c1581	 i asked for a replacement machine so i would not be down while my machine is in a box somewhere .	os
c1582	 i have to say that so far i have been 110 % satisfied with this machine .	os
c1583	 i can say that i have pushed this machine to it 's limits .	os
c1584	" all i have to say about this machine , quality ! apple has made this machine a thing of beauty ."	os
c1585	" the positioning of the specialty keys ( home , pgup , ` , etc ."	interface
c1586	 the speaker with the sub-subwofer put out some nice sound effect .	interface
c1587	" fortunately at such settings , one 's ears can really hurt and one would be forced to lower the volume anyway , thus ( mostly ) avoiding the subwoofer vibration problem ."	interface
c1588	" i keep looking at the samsung q1 ultra , but it gets poor reviews ."	interface
c1589	 he previous reviewers were obviously victims of the poor and incomplete description given here .	interface
c1590	 the speaker volume and quality is very poor .	interface
c1591	 forget about what you 've read in that pos pc magazine or pc world about water cooled cpu with neon lights and cool looking case .	interface
c1592	" it would spit out extra pages , never print correctly , etc ."	interface
c1593	 f on a site to long the numbers and letters imprint in the screen forever lol .	interface
c1594	" the problem is not that bad since the line disappears when i push the edges a little , but i 'm guessing that in the near future it could get worse ."	interface
c1595	 this laptop has made me excited about the whole endeavor .	interface
c1596	 hey were so unhelpful that i could n't even get one of them to change my security key ! one actually claimed it was n't possible .	interface
c1597	" excellent price , excellent produck ."	interface
c1598	" but other than that , this is an excellent laptop ."	interface
c1599	" he pro speakers are very good , but not excellent ."	interface
c1600	" a excellent machine all round , has excellent specifications , good battery life , good screen , lightwieght ! , looks good , 3 usb ports and ir port ( unlike the sony vaio gr series ! ) , cdrw/dvd combined , 256 ram , 1 ."	interface
c1601	 hopefully there will be incentives again for people to purchase this excellent machine .	interface
c1602	 ll in all i rate this an excellent laptop .	interface
c1603	" dust gets stuck in the fan screen , and ends up overheating the laptop ."	interface
c1604	" it does look nice , but it requires extra care because every little blemish , smudge , and scratch will show up ."	interface
c1605	 i love this computer though ! it is my favorite ( and most useful ) pet ! ^_^	interface
c1606	 now ours just sits in her room and gathers dust while we fight over mine .	interface
c1607	 machine is unable to accomplish any difficult task without kicking fan up to hair dryer speed .	interface
c1608	 i saved mine with an air pulser because there was dust on the board .	interface
c1609	" i 've sprayed out the fan with a dust blower , but the laptop is shutting down after 2 hours of use and wo n't reboot until it 's completely cooled off ."	interface
c1610	" if you do not , all the dirt and skin oil will be transferred from the iskin to the inside lid and screen of your laptop -- a mixed result which requires a great deal of upkeep ."	interface
c1611	" if you are a gamer , then this is an excellent choice as well ."	interface
c1612	 they may not be enough for the hard-core gamer .	interface
c1613	 i believe this notebook will suffice to provide for the typical gamer .	interface
c1614	" so if you are a hardcore gamer or 3d artist , this is not your choice ."	interface
c1615	 ne example is that xp now provides an nt-like performance/process management interface when you press ctrl-alt-del which to me is a huge improvement over win98 .	interface
c1616	 the ~ key is poorly placed ( i 'm a linux geek and the ~ key is important -- more of a personal gripe than anything else ) .	interface
c1617	 there is a light on the caps lock key and the built in hot key functions are nice as well .	interface
c1618	 the other thing that has annoyed me is some key placements the biggest of which is the lack of a ctrl key on the right side of the space bar which is something my old dell had .	interface
c1619	 i 'm considering trying to exchange it because of the stuck y key .	interface
c1620	 i also noticed the radiation symbol is upside down .	interface
c1621	 even though i paid around $ 1400 for it in 2001 .	interface
c1622	 it even helps smooth out the play and feel of the keys .	interface
c1623	" to the best of my knowledge , you can not buy a cigarete adapter to use it in the car , there are no modular drives , and a docking station/port replicator is not available ."	interface
c1624	" i did purchase an adapter for the serial port , but do n't expect to have to use it ."	interface
c1625	" ( external speakers plugged into the available jack sound great ! ) plus , i have had no luck using the ir port , even after following the required instructions in the late issue readme notes ."	interface
c1626	" there 's two usb ports which seem to work just fine , and an ir port ."	interface
c1627	" i do wish that toshiba had chosen to include a legacy serial port , since my earthmate gps receiver and mapping software requires an rs232c port , and i would have preferred not to have to lug around a usb converter ."	interface
c1628	" n the down side , it does not have a printer port but with any usb printer , you can use it with ease ."	interface
c1629	" this is an easy product to install , it is virtually plug and play and contrary to the other review , it not having a usb ready port makes it more compatible with old pentium 1 's that are kicking around ."	interface
c1630	 a parallel port for hooking up to older printers that do n't have usb plugs .	interface
c1631	 o ps2 port .	interface
c1632	" it comes with an extention usb cable for systems that do not provide a usb port in the front , and a nice little protective pouch ."	interface
c1633	" most desktop replacements these days omit the serial port as well as the ir port , but the c2210 has both ."	interface
c1634	" ou can not use this item to simply plug it into an ethernet port on a wall , switch or router and instantly gain another port ."	interface
c1635	 it will not take a source of 'one port ' and make it 'two ' .	interface
c1636	 i purchased this to use in my office in conjunction with another usb port to wall connection .	interface
c1637	 the orinoco gold card comes equipped with a small ( mc connector ) jack that makes it easy to connect to an external antenna .	interface
c1638	" but the supplied firewire connector does not work on my mb as it is the external type and not pin type ( the type you usually use to connect to external ports ! ) the reader has two parts , a docking station that gets installed into a 3 ."	interface
c1639	 the neat idea is that you can take the reader with you on the road and use it independently via the supplied usb 2 .	interface
c1640	 his box when used via the usb port has audio that just has a very high pitched whine on top of it .	interface
c1641	" when you are running via usb , the audio is sent over the usb cable along with the video and there is no way to turn it off ."	interface
c1642	 hooking up a jumper from the line out on the box itself to the line in on the computer does nothing because there is no signal on the lineout jack of the combotv box when you are plugged into usb .	interface
c1643	 the only other issue is that the cursor sometimes jumps around .	interface
c1644	 i 'm typing this review on the s503 and have put it through it 's paces .	interface
c1645	 they are just not accurate enough for long-term use and clicking the right mouse button is very cumbersome .	interface
c1646	 considered smaller picturebook but hated that little pointer stick .	interface
c1647	 the tech manager explained to me that the ibooks are built in taiwan by a fairly low end manufacturer .	interface
c1648	 i was told i was lucky i did n't have a fire .	interface
c1649	" another minor ergonomic quibble relates to the disc drive drawer , whose button is practically impossible to locateby touch alone ."	interface
c1650	 he touch-pad is wonderful .	interface
c1651	" if you stick with the standard mouse , you will miss the right click and scroll wheel ."	interface
c1652	 there is a touch-scrolling-bar on the right side of it .	interface
c1653	 the touch-scrolling-bar is very easy to use compare to sony 's little wheel .	interface
c1654	 the buttons for the touchpad are recessed too much for a poor tactile response .	interface
c1655	" yes , it 's no typo , i said oss ."	price
c1656	 \ '' yes ! he 's cute ! \ '' i believe this just confirmed his opinion of me as a slightly off center weirdo .	price
c1657	 but the docs online are good and the system does work ! am i happy with this system ? yes ! is there room to grow with it ? yes !	price
c1658	" ! yes , this one comes with usb 2 ."	price
c1659	" yes they are lower , but again it 's to be expected ."	price
c1660	" yes it look great indeed , but the overall performance is moderate , if not poor ."	price
c1661	 there are still a few t23s left in the retail channel but they wo n't be around much longer .	price
c1662	" p reliability is very high , so for most , but not all users ( those 3d gamers i mentioned ) , this is a good low cost computer system you can expect to last for a long time ."	price
c1663	 he problem was that i could not read the contents of a cd .	price
